messages,all_authors,timestamps,money
When does it officially start? It said on ur page at 10 so I’m confused..,Alexia Davis,10:12,0
Beeeeeeeeeeeppppppp :unamused_face::unamused_face::unamused_face:,Benjamin Williams,10:12,0
JUSTICE FOR JOHNNY:beaming_face_with_smiling_eyes::folded_hands:,Kentucky Chic,10:15,0
Wtf is that noise lmao,Mathijn D,10:17,0
I hope they fix that tone/distortion,Robin Hazen,10:18,0
#thetapedoesntlie,Nicole Wilmot,10:20,0
TRIAL STARTS IN 32 MINUTES,Denise Westrick,10:20,0
Money obviously does not buy happiness,Truthshoes101,10:21,0
Danmark :heart_with_ribbon:🇩🇰,bodil høegsberg,10:23,0
Sweden to!,Nellie Stråmo,10:24,0
Team Mr. Depp forever :red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::rose::rose::rose::rose::rose::rose::rose:,Nissa Peony,10:27,0
AMBER WILL LOSE,Max Salas,10:28,0
Watch trial somewhere else. Law and Crime lies. ,Shady Cuntservative,10:28,0
JUSTICE FOR JOHNNY!!! :red_heart::red_heart:,Chané Du Preez,10:28,0
JUSTICE FOR JOHNNY DEPP,Sea lover,10:29,0
#JohnnyDeppIsInnocent,Emanuele Wolff,10:30,0
9:30AM EST is when the trial starts:police_car_light:,Valerie Calorie,10:30,0
Starts in 30 minutes,Juice Sessions,10:31,0
"For Eastern Time, 10:00 AM",PandaGirl,10:33,0
ok so yesterday why didnt ambers lawyers show the whole text to johnny from his sister. for all we know it was her telling johnny to tell amber stop the booze stop the coke. she doea as much drugs as,Ron Stillwell,10:35,0
it should start at 930,Melissa Nicole,10:35,0
"Please everyone go watch this on another channel, these guys don't deserve your views ",Dealing With Delta,10:37,0
My tube777 it’s worldwide because it’s called the Internet.,Jaqen Hghar,10:43,0
I can't believe that women did this kind of cheap and crap thing with her husband just for bloody faim or for money,The Thinker,10:49,0
Amber lied sorry folks why you saying she will win she needs to go down,Vstar,10:51,0
It’s saying it starts at 10 but who knows ,Kentucky Chic,10:51,0
IT STARTS 10 CENTRAL TIME USA,Dabira,10:52,0
Latvia is with you Johnny :red_heart::red_heart::red_heart:,Nicole V,10:53,0
Amber will win!!!!!!!!!!!!!!,Talya Vaks,10:56,0
well I rather listen to this beeeeeeeeeeep then Amber's bs,Slayer Canji,10:57,0
"@Talya vaks Nope, she Will end u in jail.",Aldene Ygoña,10:59,0
"Geez, everyone complaining. Mute the sound!!!",Denise Westrick,11:00,0
#JOHNNYDEPPISINNOCENT,Sea lover,11:01,0
New York stock market opening now $NILE $CEI $BBIG Buy the Dip!,NurRayArt,11:02,0
Amber is so determined to tell the truth of what Johnny Depp did to her,Ronald Jeffers,11:03,0
Johnny will win & Amber will lose her career. Yipeeeee,Marty McFly,11:03,0
ambers attorneys are awful,aminah,11:05,0
AMBER WILL LOSE,Max Salas,11:06,0
Shady we supposed to listen to u with a name like that,J4Y,11:06,0
Rich people problems,Karrie Miling,11:06,0
JUSTICE FOR JOHNNY DEPP:red_heart:,Anastasia Axel,11:06,0
It starts at 10,Jess_Maddox_Xx,11:08,0
Hello everyone . Very interesting trial ! ,Ś 8,11:10,0
I’m here in time ,WK,11:10,0
@Dealing With Delta please stop it.. we dont care about smaller channels.. we care about justice for johnny,DC LX VI DIVINIZED,11:11,0
Dealing With Delta Why? did something happen?,Kass,11:15,0
@Dealing With Delta oh why is that? because they understand men can be victims as well? ,David Mcinnis,11:15,0
#Amberinjail Amber's going down,Valerie Calorie,11:15,0
#JusticeforJohnnyDepp ,XoxoGirlXoxo,11:17,0
AMBER IS GOING TO JAIL! ABUSER!,Chané Du Preez,11:19,0
It starts at 10 EASTERN TIME ,Annalee Finch,11:19,0
":diya_lamp:@Talya Vaks If she wins, what does she win? money? and destroying a mans career?...Who would back someone like that?",dodgingbullets,11:20,0
ue does. johnny uas never den8ed he has ad a problem with drugs and alcohol. i remember his younger years they all do it in CA.,Ron Stillwell,11:21,0
Amber is beautiful and that is reason alone that she should win.,Mirasa Shahabuddin Junejo,11:21,0
ok 1 minute,Emīlija Pilskalne,11:22,0
hey everybody yall ready for phase two:thinking_face:,Julie Williams,11:23,0
What’s time is it for everywon?,Märta Carlsson,11:24,0
David he only recorded her when she was the most vulnerable ,Corina Daschievici,11:26,0
#JusticeforJohnny,ARAM,11:27,0
Amber didn't ruin Johnny. She does not posses that kind of power. NOONE I REPEAT NOONE but JOHNNY ruined Johnny.,colbaltanne,11:27,0
Why do they put these obnoxious sounds on here,April C,11:27,0
#justiceforjohnny hello from Toronto 🇨🇦 ,travelgalsteph,11:30,0
#JOHNNYDEPPISINNOCENT,Sea lover,11:33,0
I think they have all turned invisisble,Stacey Page,11:34,0
Johnny Depp looks like a wrestler she's so big and heavy he really must be a drinker,Ronald Jeffers,11:35,0
AMBER should have had been cancelled loooong time back!! I don't why the delay for her!!,Outraw,11:37,0
JAIL FOR AMBER,Max Salas,11:37,0
when does it start uk time,xx gamer_xx,11:38,0
Wait for the evidences,Truthshoes101,11:39,0
Go watch this trial somewhere else. These people don’t deserve your views ,Shady Cuntservative,11:39,0
14.29 in the uk,Darren Imms,11:43,0
I genuinely don't understand how anyone has listened to the recordings and her word salad can still believe a word of it! #JusticeforJohnnyDepp,Anna B,11:49,0
,Ramon,11:51,0
🇸🇪 Amber:red_heart:,Elina Eriksson,11:53,0
WHERE ARE THEY,Maisa Fraser,11:54,0
No! Mr. Depp will bring him victory as well as justice! :rose::rose::rose:,Nissa Peony,11:57,0
"Wow, this channel is coppy right striking anyone else trying to brodcast this live, like they own the trial, hurting smaller channels, sorry that some don't care but this is hard on smaller channels ",Dealing With Delta,12:01,0
1 minute,Ranshe Byloluchshe,12:03,0
🇸🇪🇸🇪,Märta Carlsson,12:04,0
Support from France !!!,Sea lover,12:04,0
When does it start in Germany ?,Lea Miller,12:05,0
It’s starts at 3 in the UK,Jess_Maddox_Xx,12:05,0
No one gets jail from civil trials ,Johnny F. Face,12:06,0
WHY DIDN'T WARNER BROS REMOVED AMBER HEARD? WHO ARE THEY PROTECTING,Outraw,12:07,0
Support for JD from Finland <3,KisSA,12:07,0
Shady change ur name fgs,J4Y,12:09,0
Marta Carlsson … everyone … ,Denise Westrick,12:11,0
@colbaltanne it's her accusations that ruined his career,Julie bella,12:12,0
#Ambuser #Ambertu:pile_of_poo:rd,Valerie Calorie,12:12,0
Johnny wins not Amber,Emīlija Pilskalne,12:13,0
Amber will win!!!!!!!!!!!!!!!!!!!!!!!!!!,Talya Vaks,12:14,0
it doesn't fully start till 3pm,Stacey Page,12:14,0
Is that a breasticle hanging out there?...........,Mark Connolly,12:15,0
I think it’s still 30min away,rt___,12:15,0
when amber goes to jail we all celebrate here in India also :face_with_steam_from_nose::face_with_steam_from_nose:,The Thinker,12:16,0
Justice for Johnny :raised_fist: ,Shannon Traynor,12:20,0
Amber is young and has a long career ahead of her.,Mirasa Shahabuddin Junejo,12:20,0
Team johnny,Merry T,12:21,0
hohnn6 shpuld have never broke up with vanessa over a younger dumber pretty face...,Ron Stillwell,12:21,0
"im sorry, but if you support Amber, you have failed in life.",Chané Du Preez,12:21,0
T oday on Lawn Crime...Who PutanEdge onMy LawN...,Jah BEZ,12:23,0
:goodvibes:,Haven Coon,12:30,0
why is the rum always gone,karrie,12:31,0
Day 2. Hoping justice will prevail. Go Johnny! ,Lady Love,12:34,0
Im not watching ANYTHING that has Amber heard in it. I dont support abusers!,Alexandra Santos,12:36,0
It’s sad really for both of them. I hope they can get this sorted as they both have children ,Fiona Mckinnon,12:45,0
"I can see one of their psychological games already, notice the way they say Deps Team, they are making it sound like Epsten, creating a instinct of negative thought subconsciously.",Kerrie Reid,12:45,0
I'm going to go watch Adam the Woo,John O'Reilly,12:46,0
what time does it start est?,Keely Butler,12:47,0
Amber will win:virtualhug:,Talya Vaks,12:48,0
Johnny is guilty af,Catherine Gee,12:48,0
I pray Johnny get his justice :red_heart:,Kierra Lewis,12:49,0
Johnny Depp is almost 60,Dyan,12:53,0
Amber will win this battle ,Corina Daschievici,12:54,0
AMBUSER,Valerie Calorie,12:55,0
If you are pro Johnny Depp get off Law and Grime and watch somewhere else. ,Shady Cuntservative,12:55,0
beautiful sound,Level 1-3,12:55,0
Ear Damage,Rasika Purohit,12:55,0
Justice 4 Johnny :heart_suit:,Harpreet Bains,12:57,0
Justice for Johnny,Cynthia V.,12:57,0
BOYCOTT AQUAMAN 2!,MISTER PUFF,12:59,0
Beeeeeeeppppppp yep that’s annoying… lol,Renee Mitchell,12:59,0
14:30 pm UK 🇬🇧 time that means that will start now in 🇫🇷 ,Ś 8,13:00,0
poor johnny,aminah,13:01,0
#JusticeForJohnnyDepp,Paulina Evans-Byington,13:02,0
saquen las chelucas,Angel Garcia,13:03,0
how anyone can listen to one word amber says and belive her is beyond me she is not a genuine victim. I am a victim of DV and we can when people lie,Mellissa Smith,13:03,0
#amberforprison2022,NAY,13:06,0
Why is the beeping happening??,Yo ItzDorabro,13:06,0
amber is farrrrr from winning. #justiceforjhonny,Chané Du Preez,13:11,0
"Just got here, have they started?",Cady Cassiday,13:12,0
JOHNNY,Sea lover,13:14,0
When does it start?,Maria Rebeggiani,13:14,0
Where else can I watch this?,Eliza McMurray,13:14,0
Am I the only one who hear this sound? peeeeeeee,Neya Robinson,13:16,0
we got the fireworks ready to fire when we hear the good news!!,Outraw,13:16,0
it should start right?!,Emīlija Pilskalne,13:17,0
JOHNNY DEPP IS INNOCENT,Emanuele Wolff,13:17,0
"it really isn't hard to find another channel brodcasting, this channel is playing dirty and shouldnt be supported due to its actions",Dealing With Delta,13:18,0
Nice slightly-off-pitch Bflat noise,Giyahan,13:18,0
Starts in 30 minutes,Kass,13:19,0
johnny depp has already been convicted guilty by the british courts,janice thyss,13:20,0
pray for a for justice:yellow_heart::yellow_heart:,Ronald Jeffers,13:22,0
JOHNNY WILL HIM SELF WILL SPEAK IN THIS TRAIL,Ramon,13:23,0
Why would Amber put here ,Catherine Gee,13:25,0
justice for johnny ,gettoknowmelina,13:27,0
ok what is happening,athrun samuel,13:27,0
Start in 30 minutes,Knilat 846,13:29,0
Depp’s facial reactions on some of accusations yesterday were pure gold! lol,NurRayArt,13:30,0
She is an awful person,Traysee Morse,13:31,0
"There isn't any beeping, check your computer",Mark Connolly,13:32,0
Alright I took holiday again from my studio work to only look at this entertainment :D .,nglswt,13:32,0
beeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeep,Level 1-3,13:32,0
Beep beep im a sheep,Märta Carlsson,13:33,0
Amber Heard the starlet Hollywood never wanted or needed. A poormans Scarlett Johansen,Nothing,13:35,0
yall saying johnny is guilty just because he is a MEN! GROW UP PEOPLE!,Alexandra Santos,13:36,0
justice for Mr johnny Depp,jamie chambers,13:38,0
#Justice4johnny,Haley McBeth,13:41,0
just block @Dealing With Delta ,DC LX VI DIVINIZED,13:44,0
JOHNNY DEPP,Sea lover,13:45,0
k bye,Rasika Purohit,13:48,0
JOHNNY WE ARE WITH YOU:red_heart::red_heart::red_heart:,Anastasia Axel,13:49,0
Which other channels can I watch this on? Can’t find any? ,Eliza McMurray,13:51,0
"Stay tuned for next weeks episode of Lawn Crime...Will our Hero servive, ...? U must watch 2 find Out...",Jah BEZ,13:51,0
@Mellisa Smith Cause they’re only falling for her looks and never done their research ,PandaGirl,13:52,0
AMBER FOR PRISON 2022,MISTER PUFF,13:53,0
WE'RE HERE FOR YOU JOHNNY!!:red_heart::red_heart::sparkles: #JusticeForJohnnyDepp,Aldene Ygoña,13:54,0
johnny hit amber thats confirmed,janice thyss,13:55,0
I hope that day will brings some evidences ,Ś 8,13:58,0
Amber will win!!!!!!!!!!!!,Talya Vaks,13:58,0
HOPEFULLY JOHNNY SISTER DOES BETTER ON THE STAND TODAY YESTERDAY WAS LIKE WATCHING HER DROWN IN QUICK SAND! :flushed_face:,Julie Williams,14:00,0
When is it beginning ,Viola Sckerl,14:01,0
TEAM DEPP,Maria Rebeggiani,14:02,0
I feel my brain going numb by this sound :skull:,EvieH,14:02,0
now it's enough for sort out the thing if she really care she has a lot of time now time up and truth will reveal and she going to jail,The Thinker,14:02,0
Can I request some music...lets say anything that will get us all shaking our booty,PoodleJam,14:05,0
They want us to These are hearing so I can’t hear the crap the amber says.…,Renee Mitchell,14:08,0
AMBUSER!!!!!!!!,Valerie Calorie,14:09,0
#METOO Movement for MEN!,NurRayArt,14:09,0
johnny's faces yesterday are a gif goldmine. I hope someone makes some,Level 1-3,14:10,0
"The only thing Scamber:pile_of_poo: is a victim of is her own HORRIBLE acting, her extreme anger and violent tendencies. SHE brought the hate against her on herself by falsely accusing JD. #JUSTICEFORJOHNNYDEPP",peace_love&muzic,14:12,0
I am pro Johnny not getting off law and crime kunt,Patti Shea,14:18,0
Johnny Depp's closing statement “This is the day you will always remember as the day you almost caught Captain Jack Sparrow.” :pirate_flag:,EnglishMisfit,14:18,0
I'm here for the Kyle Rittenhouse trial,Mark Connolly,14:21,0
starts at 10,Alvin Gerard,14:22,0
AMBER SLICED JOHNNYS FINGER!,Alexandra Santos,14:25,0
AMBUSER!!!! I like that haha,MISTER PUFF,14:26,0
"The recordings say it all. “Tell the world Johnny, tell them I Johnny Depp, a man am a victim too of domestic violence and see who will believe or side with you.” The true victim is Johnny. ",Lady Love,14:27,0
AMBER TO JAIL,Sea lover,14:29,0
"His career was shattered by amber, she told the public he was a “ wife beater” and lost all of his rolls for films because of it. He deserves justice he never touched her. She was the abuser!!! ",kelly Baden,14:29,0
Is anyone else getting a high pitch tone?,Lady Gin D,14:35,0
JUSTICE FOR OUR EARSSSSS,Ramon,14:35,0
Johnny Depp looks like such a heavy drinker he is a shame looking down Amber is such a strong person,Ronald Jeffers,14:37,0
GUYS YOU COULD WATCH IT ON SKY NEWS,Nicole Wilmot,14:38,0
Agree ! Depo sister was a disaster yesterday ,Ś 8,14:40,0
I am supposed to play guitar in a show but forget that this is more fun and exciting lol.,nglswt,14:41,0
Go Deppp or Go Home...LFG!!!,Jah BEZ,14:42,0
someone must be swearing a lot with all that beeping,Level 1-3,14:45,0
ppl preach that mens mental health is taken seriously until it comes to the actual thing. johnny deserves sm better ,aminah,14:46,0
hola chiquis!!! empieza en 28 minutos:elbowcough::elbowcough::elbowcough:,drama lasagna,14:46,0
I'm here for Amber,Gustavo do Amaral,14:47,0
:police_car_light::police_car_light::police_car_light::police_car_light::police_car_light::police_car_light:Heard's A Liar let Sparrow win this thing!!!:police_car_light::police_car_light::police_car_light::police_car_light::thumbs_up::thumbs_up::thumbs_up::thumbs_up::thumbs_up:,Valerie Calorie,14:48,0
when its start please,Maddiexcx,14:49,0
law and crime are breaded af.,j VIKING j,14:51,0
knock knock!,Outraw,14:53,0
yes that noise is annoying,athrun samuel,14:53,0
how long till it starts?,Saffi Dunn,14:56,0
Johnnys sister done well considering she got asked the same question differently for 3 hours straight yesterday and they still aren't done ,suku,14:57,0
@Ramon :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,Catherine Gee,14:58,0
Lady Love Exactly! ,Kass,14:59,0
Are y’all heading buzzing too ?,Haven Coon,15:02,0
LANGUAGE PLEASE!!!,Julie bella,15:02,0
This sound is awful ,Lea Miller,15:02,0
@Ramon :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,SweetDreamz,15:04,0
"Amber gonna lose btw, screen",Ranshe Byloluchshe,15:05,0
when is this suppose to start I don't have all day,AccordingToGloria,15:08,0
AMBUSER,Sea lover,15:09,0
hello,Kathy Sparkman,15:09,0
no one knew who Amber was untill johnny lmaooooo,Alexandra Santos,15:10,0
Amber will win:washhands::washhands:,Talya Vaks,15:11,0
:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::clown_face::clown_face:,the blanes,15:12,0
30min,KisSA,15:12,0
"Remember yesterday the 27,000 votes on here and only 5% took Ambers side hahahahaha",MISTER PUFF,15:19,0
@Kass :raising_hands:,Lady Love,15:22,0
Is this how Amber Alert sounds like?,nglswt,15:24,0
Why do they put a BEEEEEEEEEEPPPPP soundd it's annoying just like Amber heard,Aldene Ygoña,15:26,0
yea i had to turn my sound down,Paulina Evans-Byington,15:26,0
BREADED,j VIKING j,15:27,0
can we remember that amber was accused by her ex girlfriend course violence,renee arias,15:27,0
omg ambuser is amazing,drama lasagna,15:28,0
here we go again,Lorry Jennifer,15:30,0
Amber's defence will play bully because they don't have much evidence to go off on,suku,15:31,0
Ambuser :pile_of_poo::pile_of_poo::pile_of_poo::pile_of_poo::pile_of_poo::pile_of_poo::pile_of_poo:,Kg 40t,15:31,0
